og_id,consensus_product,total_member_count,total_organism_count,proc_strains,proc_members,proc_hypo_members,frac_hypo
cyanorak:CK_00001577,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00051494,conserved hypothetical protein,7,6,3,3,3,1.0
cyanorak:CK_00003820,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00001642,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00033718,uncharacterized secreted protein,7,7,3,3,3,1.0
cyanorak:CK_00003816,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00001693,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00002178,conserved hypothetical protein,6,6,3,3,3,1.0
cyanorak:CK_00003807,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00045104,uncharacterized conserved secreted protein,7,7,3,3,3,1.0
cyanorak:CK_00003797,Type I antifreeze protein,3,3,3,3,3,1.0
cyanorak:CK_00056278,conserved hypothetical protein,5,5,3,3,3,1.0
cyanorak:CK_00003790,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003784,possible Glyceraldehyde 3-phosphate dehydrogenase,3,3,3,3,3,1.0
cyanorak:CK_00036915,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00043136,possible Ets-domain,3,3,3,3,3,1.0
cyanorak:CK_00003774,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003771,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003770,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003769,possible Cystine-knot domain,3,3,3,3,3,1.0
cyanorak:CK_00003760,possible bZIP transcription factor,3,3,3,3,3,1.0
cyanorak:CK_00002690,conserved hypothetical protein,4,4,3,3,3,1.0
cyanorak:CK_00039748,possible kinesin motor domain,8,3,3,8,8,1.0
cyanorak:CK_00001706,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00003754,uncharacterized conserved membrane protein,3,3,3,3,3,1.0
cyanorak:CK_00045756,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003747,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00038510,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00038656,conserved hypothetical protein,7,6,3,4,4,1.0
cyanorak:CK_00003732,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00036087,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003727,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003723,putative RIKEN cDNA 1200003J11; EST AA930106,3,3,3,3,3,1.0
cyanorak:CK_00001623,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00003717,conserved membrane protein,3,3,3,3,3,1.0
cyanorak:CK_00052524,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00001793,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00001451,uncharacterized conserved secreted protein,7,7,3,3,3,1.0
cyanorak:CK_00001945,uncharacterized conserved secreted protein,6,6,3,3,3,1.0
cyanorak:CK_00003706,possible Sodium:sulfate symporter transmembrane,3,3,3,3,3,1.0
cyanorak:CK_00003704,possible PH domain,3,3,3,3,3,1.0
cyanorak:CK_00003703,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003702,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003694,possible Carbamoyl-phosphate synthase L chain,3,3,3,3,3,1.0
cyanorak:CK_00003692,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00002345,conserved hypothetical protein,4,4,3,3,3,1.0
cyanorak:CK_00003690,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00043696,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00055100,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003680,possible Domain of unknown function DUF33,3,3,3,3,3,1.0
cyanorak:CK_00003678,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00001481,uncharacterized conserved secreted protein,7,7,3,3,3,1.0
cyanorak:CK_00003669,possible Coproporphyrinogen III oxidase,3,3,3,3,3,1.0
cyanorak:CK_00003668,possible Carbohydrate phosphorylase,3,3,3,3,3,1.0
cyanorak:CK_00002673,"possible Zinc finger, C3HC4 type (RING finger)",3,3,3,3,3,1.0
cyanorak:CK_00001589,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00003647,possible Replication protein,3,3,3,3,3,1.0
cyanorak:CK_00046656,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00003640,possible Penicillin amidase,3,3,3,3,3,1.0
cyanorak:CK_00003636,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00001341,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00049130,conserved hypothetical protien,7,7,3,3,3,1.0
cyanorak:CK_00001347,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00045316,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00053519,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00040171,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00045162,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00050137,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00046528,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00040074,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00047131,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00041804,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00054398,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00040736,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00049819,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00051673,Conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00050437,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00042995,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00051506,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00056428,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00051671,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00043679,conserved hypothetical protein,5,3,3,5,5,1.0
cyanorak:CK_00051337,conserved hypothetical protein,4,3,3,4,4,1.0
cyanorak:CK_00056426,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00042729,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00049681,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00044506,uncharacterized conserved secreted protein,3,3,3,3,3,1.0
cyanorak:CK_00049673,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00043830,conserved hypothetical protein,5,3,3,5,5,1.0
cyanorak:CK_00048130,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00042256,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00049489,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00045175,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00039970,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00040678,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00037686,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00042942,uncharacterized conserved membrane protein,3,3,3,3,3,1.0
cyanorak:CK_00053670,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00039204,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00049967,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00055242,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00049888,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00047449,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00048035,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00042631,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00051844,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00050177,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00045718,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00052661,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00004201,Predicted protein family PM-12,3,3,3,3,3,1.0
cyanorak:CK_00040719,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00044023,conserved hypothetical protein,4,3,3,4,4,1.0
cyanorak:CK_00055282,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00045077,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00045944,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00036755,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00046549,peptide chain release factor 2 domain protein,4,4,3,3,3,1.0
cyanorak:CK_00053620,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00048341,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00046370,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00040850,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00053822,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00004176,conserved hypothetical protein,4,3,3,4,4,1.0
cyanorak:CK_00036873,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00044031,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00055163,uncharacterized conserved membrane protein,3,3,3,3,3,1.0
cyanorak:CK_00044140,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00054858,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00040071,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00047287,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00036870,conserved hypothetical protein,7,7,3,3,3,1.0
cyanorak:CK_00044497,Conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00035001,uncharacterized conserved secreted protein,5,4,3,4,4,1.0
cyanorak:CK_00004206,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00046472,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00042998,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00048370,conserved hypothetical protein,6,3,3,6,6,1.0
cyanorak:CK_00040517,conserved hypothetical protein,4,4,3,3,3,1.0
cyanorak:CK_00049546,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00056303,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00039897,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00038324,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00036275,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00044553,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00047670,conserved hypothetical protein,3,3,3,3,3,1.0
cyanorak:CK_00046799,conserved hypothetical protein,4,3,3,4,4,1.0
cyanorak:CK_00055589,conserved hypothetical protein,7,5,3,3,3,1.0
cyanorak:CK_00003386,possible Ribosomal RNA adenine dimethylase,4,3,3,4,3,0.75
cyanorak:CK_00050799,Hypothetical protein,3,3,3,3,2,0.6666666666666666
cyanorak:CK_00047627,Conserved hypothetical protein,3,3,3,3,2,0.6666666666666666
cyanorak:CK_00043451,conserved hypothetical protein,7,7,3,3,2,0.6666666666666666
cyanorak:CK_00001950,uncharacterized conserved secreted protein,5,5,3,3,2,0.6666666666666666
cyanorak:CK_00054226,putative hAMP domain protein,5,5,3,3,2,0.6666666666666666
cyanorak:CK_00003749,uncharacterized conserved membrane protein,3,3,3,3,2,0.6666666666666666
cyanorak:CK_00055596,conserved hypothetical protein,3,3,3,3,2,0.6666666666666666
cyanorak:CK_00045272,conserved hypothetical protein,3,3,3,3,2,0.6666666666666666
cyanorak:CK_00002038,conserved hypothetical protein,5,5,3,3,2,0.6666666666666666
cyanorak:CK_00043022,conserved hypothetical protein,8,7,3,4,2,0.5
cyanorak:CK_00001876,conserved hypothetical protein,5,5,3,3,1,0.3333333333333333
cyanorak:CK_00056400,Conserved hypothetical protein,3,3,3,3,1,0.3333333333333333
cyanorak:CK_00002671,conserved hypothetical protein,5,5,3,3,1,0.3333333333333333
cyanorak:CK_00050145,possible lyase class I-like protein superfamily,4,4,3,3,1,0.3333333333333333
cyanorak:CK_00001449,conserved hypothetical protein,7,7,3,3,1,0.3333333333333333
cyanorak:CK_00001480,matrixin family protein,7,7,3,3,1,0.3333333333333333
cyanorak:CK_00002032,prepilin-type N-terminal cleavage/methylation domain-containing protein,5,5,3,3,1,0.3333333333333333
cyanorak:CK_00003610,conserved hypothetical protein,3,3,3,3,0,0.0
cyanorak:CK_00057112,protein of unknown function (DUF1651),3,3,3,3,0,0.0
cyanorak:CK_00003571,NADP-binding domain-containing protein,3,3,3,3,0,0.0
cyanorak:CK_00003540,conserved hypothetical protein,3,3,3,3,0,0.0
cyanorak:CK_00045055,"transketolase, C-terminal domain",3,3,3,3,0,0.0
cyanorak:CK_00002658,"transketolase, N-terminal domain-like protein",3,3,3,3,0,0.0
cyanorak:CK_00057347,polysaccharide biosynthesis/export protein,4,4,3,3,0,0.0
cyanorak:CK_00057566,"beta-glycosyltransferase, family 2",3,3,3,3,0,0.0
cyanorak:CK_00002655,polysaccharide biosynthesis family protein,4,3,3,4,0,0.0
cyanorak:CK_00002651,FAD/NAD-binding oxidoreductase,3,3,3,3,0,0.0
cyanorak:CK_00003525,hypothetical protein distantly related to alpha-glycosyltransferases,3,3,3,3,0,0.0
cyanorak:CK_00002649,S-adenosyl-L-methionine-dependent methyltransferase,3,3,3,3,0,0.0
cyanorak:CK_00051603,glycosyl transferase 11 family protein,4,4,3,3,0,0.0
cyanorak:CK_00054429,conserved hypothetical protein,3,3,3,3,0,0.0
cyanorak:CK_00003627,cytidylyltransferase family protein,3,3,3,3,0,0.0
cyanorak:CK_00009070,imidazole glycerol phosphate synthase subunit hisH protein family,5,5,3,3,0,0.0
cyanorak:CK_00034982,conserved hypothetical protein,3,3,3,3,0,0.0
cyanorak:CK_00053871,conserved hypothetical protein,3,3,3,3,0,0.0
cyanorak:CK_00046043,"oxidoreductase , NAD-binding Rossmann fold family protein",6,6,3,3,0,0.0
cyanorak:CK_00056933,polysaccharide biosynthesis family protein,5,5,3,3,0,0.0
cyanorak:CK_00056706,putative aminotransferase (DegT family),5,5,3,3,0,0.0
cyanorak:CK_00002266,mobA-like NTP transferase domain protein,6,5,3,4,0,0.0
cyanorak:CK_00044132,outer membrane beta-barrel domain protein,5,4,3,4,0,0.0
cyanorak:CK_00041495,bacterial surface protein,3,3,3,3,0,0.0
cyanorak:CK_00045537,conserved hypothetical protein,3,3,3,3,0,0.0
cyanorak:CK_00009018,tRNA-(guanine-N1)-methyltransferase,5,5,3,3,0,0.0
cyanorak:CK_00009019,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",5,5,3,3,0,0.0
cyanorak:CK_00051157,D-glycero-D-manno-heptose 1-phosphate kinase,3,3,3,3,0,0.0
cyanorak:CK_00005449,conserved hypothetical protein distantly related to alpha-glycosyltransferases family 4,3,3,3,3,0,0.0
cyanorak:CK_00047685,hlyD secretion family protein,6,6,3,3,0,0.0
cyanorak:CK_00043913,beta-barrel porin-like outer membrane protein,3,3,3,3,0,0.0
cyanorak:CK_00003982,conserved hypothetical protein,3,3,3,3,0,0.0
cyanorak:CK_00002441,tetratricopeptide repeat family protein,7,7,3,3,0,0.0
cyanorak:CK_00049007,bacteriocin-type signal sequence,21,3,3,21,0,0.0
cyanorak:CK_00050043,putative membrane protein,6,6,3,3,0,0.0
cyanorak:CK_00003931,rubredoxin,3,3,3,3,0,0.0
cyanorak:CK_00043654,Conserved hypothetical protein,3,3,3,3,0,0.0
cyanorak:CK_00050089,competence protein,10,7,3,6,0,0.0
cyanorak:CK_00034722,possible DnaJ type IV chaperone protein,7,7,3,3,0,0.0
cyanorak:CK_00045636,putative membrane protein,3,3,3,3,0,0.0
cyanorak:CK_00047119,conserved hypothetical protein,5,5,3,3,0,0.0
cyanorak:CK_00047059,"lantipeptide precursor, Nif11-like leader peptide domain protein",47,4,3,46,0,0.0
cyanorak:CK_00008543,Hypothetical protein,4,4,3,3,0,0.0
cyanorak:CK_00001977,conserved hypothetical protein,7,7,3,3,0,0.0
cyanorak:CK_00002198,conserved hypothetical protein,3,3,3,3,0,0.0
cyanorak:CK_00004836,"carbohydrate-selective porin, OprB family protein",3,3,3,3,0,0.0
cyanorak:CK_00004837,"MFS transporter, sugar porter family protein",4,4,3,3,0,0.0
cyanorak:CK_00001427,competence protein ComEC,10,7,3,4,0,0.0
cyanorak:CK_00001658,histidine phosphatase super family protein,7,6,3,4,0,0.0
cyanorak:CK_00001336,glycolate oxidase iron-sulfur subunit,7,7,3,3,0,0.0
cyanorak:CK_00001666,P-loop containing nucleoside triphosphate hydrolase,7,7,3,3,0,0.0
cyanorak:CK_00041295,Hemolysin-type calcium-binding protein,6,3,3,6,0,0.0
cyanorak:CK_00048385,protein of unknown function DUF4278,4,4,3,3,0,0.0
cyanorak:CK_00046138,conserved hypothetical protein,6,5,3,4,0,0.0
cyanorak:CK_00008566,nif11-like leader peptide domain protein,15,4,3,14,0,0.0
cyanorak:CK_00043009,Bacterial outer membrane protein,3,3,3,3,0,0.0
cyanorak:CK_00055570,conserved hypothetical protein,4,3,3,4,0,0.0
cyanorak:CK_00001785,"RNA polymerase sigma factor, type III",8,7,3,4,0,0.0
cyanorak:CK_00057184,nif11-like leader peptide domain protein,3,3,3,3,0,0.0
cyanorak:CK_00003691,Uncharacterized conserved membrane protein,3,3,3,3,0,0.0
cyanorak:CK_00056716,dipeptidyl aminopeptidase/peptidase S9 prolyl oligopeptidase,5,4,3,4,0,0.0
cyanorak:CK_00002299,nif11-like leader peptide domain protein,7,7,3,3,0,0.0
cyanorak:CK_00053668,putative carbamoyl-phosphate synthase L chain,19,6,3,11,0,0.0
cyanorak:CK_00033188,conserved hypothetical protein,4,3,3,4,0,0.0
cyanorak:CK_00001354,dienelactone hydrolase family protein,7,7,3,3,0,0.0
cyanorak:CK_00002004,"ferric reductase, transmembrane component",4,4,3,3,0,0.0
cyanorak:CK_00039131,uncharacterized conserved membrane protein,7,7,3,3,0,0.0
cyanorak:CK_00002050,ecotin family protein,7,5,3,5,0,0.0
cyanorak:CK_00001889,stress-inducible DNA-binding protein,5,5,3,3,0,0.0
cyanorak:CK_00009057,"RNA polymerase sigma factor, type II",7,7,3,3,0,0.0
cyanorak:CK_00001371,conserved hypothetical protein,7,7,3,3,0,0.0
cyanorak:CK_00001440,permease,7,7,3,3,0,0.0
cyanorak:CK_00001961,nitrogen assimilation regulatory protein,4,4,3,3,0,0.0
cyanorak:CK_00002709,pyridoxamine 5^-phosphate oxidase,3,3,3,3,0,0.0
cyanorak:CK_00002708,pentapeptide repeats family protein,3,3,3,3,0,0.0
cyanorak:CK_00002707,"bacterial regulatory protein, ArsR family",3,3,3,3,0,0.0
cyanorak:CK_00002705,"FAD linked oxidase, N-terminal",3,3,3,3,0,0.0
cyanorak:CK_00001967,uncharacterized conserved membrane protein,7,7,3,3,0,0.0
cyanorak:CK_00000043,delta-9 fatty acid desaturase DesC3,7,7,3,3,0,0.0
cyanorak:CK_00002366,possible Tripartite transporter component (TRAP-T family),4,4,3,3,0,0.0
cyanorak:CK_00002365,possible Tripartite transporter component (TRAP-T family),4,4,3,3,0,0.0
cyanorak:CK_00002364,"possible Tripartite transporter component (TRAP-T family), substrate binding protein",4,4,3,3,0,0.0
cyanorak:CK_00001374,bacterial MEKHLA protein,7,7,3,3,0,0.0
cyanorak:CK_00001960,cyclic nucleotide-binding-like protein,5,5,3,3,0,0.0
cyanorak:CK_00001959,adenylate cyclase,5,4,3,4,0,0.0
cyanorak:CK_00002049,cyclic AMP receptor protein/DNA-binding transcriptional dual regulator,4,4,3,3,0,0.0
cyanorak:CK_00001820,universal stress protein,7,7,3,3,0,0.0
cyanorak:CK_00044882,pentapeptide repeats family protein,7,7,3,3,0,0.0
cyanorak:CK_00045860,conserved hypothetical protein,7,7,3,3,0,0.0
cyanorak:CK_00001562,uncharacterized conserved secreted protein (DUF3747),7,7,3,3,0,0.0
cyanorak:CK_00040167,uncharacterized conserved membrane protein,7,7,3,3,0,0.0
cyanorak:CK_00001534,"small-conductance mechanosensitive ion channel, MscS family",5,5,3,3,0,0.0
cyanorak:CK_00055567,putative tM2 domain protein,5,5,3,3,0,0.0
cyanorak:CK_00036939,conserved hypothetical protein,4,4,3,3,0,0.0
cyanorak:CK_00001955,uncharacterized conserved membrane protein,7,7,3,3,0,0.0
cyanorak:CK_00001378,RNA pseudouridylate synthase family protein,7,7,3,3,0,0.0
cyanorak:CK_00049246,TqsA-like transmembrane protein,7,7,3,3,0,0.0
cyanorak:CK_00001379,heat-inducible transcription repressor HrcA,7,7,3,3,0,0.0
cyanorak:CK_00006394,putative membrane protein,3,3,3,3,0,0.0
cyanorak:CK_00001169,conserved hypothetical protein,7,6,3,3,0,0.0
cyanorak:CK_00002360,dolichyl-phosphate-mannose-mannosyltransferase family protein,3,3,3,3,0,0.0
cyanorak:CK_00044675,"sodium/hydrogen exchanger, NhaP family",6,6,3,3,0,0.0
cyanorak:CK_00001321,"beta-glycosyltransferase, family 2",7,7,3,3,0,0.0
cyanorak:CK_00001337,glycolate oxidase subunit GlcE,7,7,3,3,0,0.0
cyanorak:CK_00001544,conserved hypothetical protein,6,6,3,3,0,0.0
cyanorak:CK_00001334,"alpha-glycosyltransferase, family 4",7,7,3,3,0,0.0
cyanorak:CK_00036052,putative membrane protein,6,5,3,4,0,0.0
cyanorak:CK_00044139,glycosyl transferase 8 family protein,6,6,3,3,0,0.0
cyanorak:CK_00001333,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,6,6,3,3,0,0.0
cyanorak:CK_00001332,arabinose-5-phosphate isomerase,6,6,3,3,0,0.0
cyanorak:CK_00056768,NAD dependent epimerase/dehydratase,7,7,3,3,0,0.0
cyanorak:CK_00002703,short chain dehydrogenase family protein,3,3,3,3,0,0.0
cyanorak:CK_00001403,methylthioribose-1-phosphate isomerase,7,7,3,3,0,0.0
cyanorak:CK_00001664,uncharacterized conserved secreted protein (DUF541),9,7,3,5,0,0.0
cyanorak:CK_00002359,"multidrug efflux transporter, MFS family",5,5,3,3,0,0.0
cyanorak:CK_00001327,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase,7,7,3,3,0,0.0
cyanorak:CK_00001326,conserved hypothetical protein,7,7,3,3,0,0.0
cyanorak:CK_00001564,pentapeptide repeats family protein,7,7,3,3,0,0.0
cyanorak:CK_00001381,"alpha-mannosidases, glycoside hydrolase family 38",7,7,3,3,0,0.0
cyanorak:CK_00001688,ribonuclease PH,7,7,3,3,0,0.0
cyanorak:CK_00003862,putative membrane protein,3,3,3,3,0,0.0
cyanorak:CK_00043818,uncharacterized conserved membrane protein,7,7,3,3,0,0.0
cyanorak:CK_00001383,soluble lytic murein transglycosylase,7,7,3,3,0,0.0
cyanorak:CK_00001384,possible N-acetylglucosamine kinase,7,7,3,3,0,0.0
cyanorak:CK_00001385,"bicarbonate transporter, ICT family",7,7,3,3,0,0.0
cyanorak:CK_00001386,FIST domain protein-containing protein (UCP018953),7,7,3,3,0,0.0
cyanorak:CK_00001389,conserved hypothetical protein,7,7,3,3,0,0.0
cyanorak:CK_00001391,uncharacterized conserved secreted protein,7,7,3,3,0,0.0
cyanorak:CK_00001392,AAA ATPase superfamily protein containing a single-stranded nucleic acid binding R3H domain,7,7,3,3,0,0.0
cyanorak:CK_00001953,conserved hypothetical protein,7,7,3,3,0,0.0
cyanorak:CK_00057375,tetratricopeptide repeat family protein,3,3,3,3,0,0.0
cyanorak:CK_00035906,rare lipoA family protein,7,7,3,3,0,0.0
cyanorak:CK_00001399,phosphoribosyltransferase superfamily protein,7,7,3,3,0,0.0
cyanorak:CK_00001400,DNA recombination-mediator protein A,7,7,3,3,0,0.0
cyanorak:CK_00038373,putative membrane protein,3,3,3,3,0,0.0
cyanorak:CK_00001530,ATP-dependent RNA helicase,7,7,3,3,0,0.0
cyanorak:CK_00001651,GTPase,7,7,3,3,0,0.0
cyanorak:CK_00001147,uncharacterized conserved secreted protein,7,7,3,3,0,0.0
cyanorak:CK_00035460,multidrug efflux pump membrane fusion protein,7,7,3,3,0,0.0
cyanorak:CK_00007997,"RND transporter, hydrophobe/amphiphile efflux-1 family protein",7,7,3,3,0,0.0
cyanorak:CK_00001872,uncharacterized conserved membrane protein,7,7,3,3,0,0.0
cyanorak:CK_00041573,uncharacterized conserved secreted protein,4,4,3,3,0,0.0
cyanorak:CK_00001527,iron-sulfur cluster biosynthesis transcriptional regulator SufR,7,7,3,3,0,0.0
cyanorak:CK_00001526,uncharacterized conserved secreted protein (DUF3747),7,7,3,3,0,0.0
cyanorak:CK_00001139,putative ATP-dependent protease,10,7,3,5,0,0.0
cyanorak:CK_00001525,uncharacterized conserved secreted protein,7,7,3,3,0,0.0
cyanorak:CK_00008115,peptide methionine sulfoxide reductase MsrB,7,7,3,3,0,0.0
cyanorak:CK_00001619,cytochrome P450,7,7,3,3,0,0.0
cyanorak:CK_00001887,conserved hypothetical protein,5,5,3,3,0,0.0
cyanorak:CK_00051271,conserved hypothetical protein,7,7,3,3,0,0.0
cyanorak:CK_00008068,ABC transporter family protein,7,7,3,3,0,0.0
cyanorak:CK_00001217,conserved hypothetical protein (DUF389),8,7,3,3,0,0.0
cyanorak:CK_00008021,"small-conductance mechanosensitive ion channel, MscS family",4,3,3,4,0,0.0
cyanorak:CK_00044722,sulfatase-modifying factor enzyme 1,3,3,3,3,0,0.0
cyanorak:CK_00001886,arylsulfatase subfamily S1_4,3,3,3,3,0,0.0
cyanorak:CK_00001681,uncharacterized conserved secreted protein,5,5,3,3,0,0.0
cyanorak:CK_00037667,outer membrane protein,5,5,3,3,0,0.0
cyanorak:CK_00003824,"multidrug efflux transporter, MFS family",3,3,3,3,0,0.0
cyanorak:CK_00001522,phycobiliprotein asparagine methyltransferase,7,7,3,3,0,0.0
cyanorak:CK_00002699,Putative fructose-6-phosphate aldolase (FSA),4,4,3,3,0,0.0
cyanorak:CK_00001520,cytochrome c-550,7,7,3,3,0,0.0
cyanorak:CK_00001519,glucosamine-6-phosphate deaminase,7,7,3,3,0,0.0
cyanorak:CK_00001518,putative transcriptional regulator YebC,7,7,3,3,0,0.0
cyanorak:CK_00001637,two-component system response regulator RR class II (RRII)-CheY-LuxR,5,5,3,3,0,0.0
cyanorak:CK_00001407,conserved hypothetical protein,7,7,3,3,0,0.0
cyanorak:CK_00056717,aspartate transaminase,7,7,3,3,0,0.0
cyanorak:CK_00000605,peptidase M23 family protein,6,6,3,3,0,0.0
cyanorak:CK_00000002,two-component system response regulator RR class I (RRI)-CheY,6,6,3,3,0,0.0
cyanorak:CK_00001765,two-component system response regulator RR class I (RRI)-CheY,8,6,3,3,0,0.0
cyanorak:CK_00001410,conserved hypothetical protein,7,7,3,3,0,0.0
cyanorak:CK_00001411,N-acylglucosamine-6-phosphate 2-epimerase,7,7,3,3,0,0.0
cyanorak:CK_00001412,UDP-glycosyltransferase/glycogen phosphorylase,7,7,3,3,0,0.0
cyanorak:CK_00000126,twitching motility protein PilT,9,7,3,3,0,0.0
