organism_name,locus_tag,gene_name,product,function_description,kegg_ko_id,kegg_ko_name,tcdb_family,brite_leaf,sources,gene_category,in_brite,in_kegg,in_tcdb,in_annotation
Alteromonas macleodii EZ55,EZ55_01980,comA,DNA internalization-related competence protein ComEC/Rec2,DNA internalization-related competence protein ComEC Rec2,K02238,comEC; competence protein ComEC,3.A.11.1 ; 3.A.11.2,,tcdb,Unknown,False,False,True,False
Alteromonas macleodii EZ55,EZ55_01981,msbA,lipid A export permease/ATP-binding protein MsbA,Involved in lipid A export and possibly also in glycerophospholipid export and for biogenesis of the outer membrane. Transmembrane domains (TMD) form a pore in the inner membrane and the ATP-binding domain (NBD) is responsible for energy generation,K11085,"msbA; ATP-binding cassette, subfamily B, bacterial MsbA [EC:7.5.2.6]",3.A.1.106,ABCB-BAC subgroup,brite|kegg|tcdb|annotation,Defense mechanisms,True,True,True,True
Alteromonas macleodii EZ55,EZ55_01986,,substrate-binding periplasmic protein,"Bacterial extracellular solute-binding proteins, family 3",K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,3.A.1.3,Putative polar amino acid transporter,brite|kegg|tcdb|annotation,Amino acid metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02006,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii EZ55,EZ55_02008,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Coenzyme metabolism,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02015,,MFS transporter,COG0477 Permeases of the major facilitator superfamily,K16211,"malY, malT; maltose/moltooligosaccharide transporter",2.A.2.6,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Carbohydrate metabolism,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02058,,LysR family transcriptional regulator,COG0583 Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02064,,LysR family transcriptional regulator,Transcriptional regulator,K17737,"dhcR; LysR family transcriptional regulator, carnitine catabolism transcriptional activator",,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02067,cysB,HTH-type transcriptional regulator CysB,Transcriptional regulator,K13634,"cysB; LysR family transcriptional regulator, cys regulon transcriptional activator",,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02088,,sodium-dependent transporter,Sodium:neurotransmitter symporter family,K03308,"TC.NSS; neurotransmitter:Na+ symporter, NSS family",2.A.22.4 ; 2.A.22.5,,kegg|tcdb|annotation,Unknown,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02089,nhaC,Na+/H+ antiporter NhaC,Na H antiporter,K03315,"nhaC; Na+:H+ antiporter, NhaC family",The NhaC Na+:H+ Antiporter (NhaC) Family,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Energy production,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02095,,efflux RND transporter permease subunit,exporters of the RND superfamily,K07003,K07003; uncharacterized protein,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02100,uup,ATP-binding cassette ATPase Uup,Probably plays a role in ribosome assembly or function. May be involved in resolution of branched DNA intermediates that result from template switching in postreplication gaps. Binds DNA and has ATPase activity,K15738,uup; ABC transport system ATP-binding/permease protein,3.A.1.120.6,Other ABC transporters,brite|kegg|tcdb|annotation,Unknown,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02114,chrA,chromate efflux transporter,Chromate,K07240,chrA; chromate transporter,2.A.51.1,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02117,fecA,TonB-dependent receptor family protein,receptor,K16091,fecA; Fe(3+) dicitrate transport protein,1.B.14.1.14,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02127,ybaL,cation:proton antiporter family protein,Belongs to the monovalent cation proton antiporter 2 (CPA2) transporter (TC 2.A.37) family,K03455,"KEA1_2_3, kefB, kefC; K+:H+ antiporter",The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02131,ccoN,"cytochrome-c oxidase, cbb3-type subunit I",Belongs to the heme-copper respiratory oxidase family,K00404,ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],3.D.4.3,,tcdb,Energy production,False,False,True,False
Alteromonas macleodii EZ55,EZ55_02132,ccoO,"cytochrome-c oxidase, cbb3-type subunit II","COG2993 Cbb3-type cytochrome oxidase, cytochrome c subunit",K00405,ccoO; cytochrome c oxidase cbb3-type subunit II,3.D.4.3,,tcdb,Energy production,False,False,True,False
Alteromonas macleodii EZ55,EZ55_02133,ccoQ,cbb3-type cytochrome oxidase subunit 3,"COG4736 Cbb3-type cytochrome oxidase, subunit 3",K00407,ccoQ; cytochrome c oxidase cbb3-type subunit IV,3.D.4.3,,tcdb,Post-translational modification,False,False,True,False
Alteromonas macleodii EZ55,EZ55_02134,ccoP,"cytochrome-c oxidase, cbb3-type subunit III",C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex,K00406,ccoP; cytochrome c oxidase cbb3-type subunit III,3.D.4.3,,tcdb,Energy production,False,False,True,False
Alteromonas macleodii EZ55,EZ55_02136,ccoI,heavy metal translocating P-type ATPase,COG2217 Cation transport ATPase,K01533,copB; P-type Cu2+ transporter [EC:7.2.2.9],3.A.3.5,,kegg|tcdb|annotation,Inorganic ion transport,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02138,braZ,sulfite exporter TauE/SafE family protein,Cytochrome C biogenesis protein transmembrane region,K09792,K09792; uncharacterized protein,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02147,,LysE family translocator,Lysine exporter protein (LysE YggA),,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02156,uvrC,excinuclease ABC subunit UvrC,The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5^ and 3^ sides of the lesion. The N-terminal half is responsible for the 3^ incision and the C-terminal half is responsible for the 5^ incision,K03703,uvrC; excinuclease ABC subunit C,,,kegg,Replication and repair,False,True,False,False
Alteromonas macleodii EZ55,EZ55_02166,,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02169,yccA,Bax inhibitor-1/YccA family protein,Belongs to the BI1 family,K19416,yccA; modulator of FtsH protease,1.A.14.2.1,Pores ion channels [TC:1],brite|tcdb,Unknown,True,False,True,False
Alteromonas macleodii EZ55,EZ55_02176,,TonB-dependent receptor plug domain-containing protein,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02178,fluC,fluoride efflux transporter CrcB,"Fluoride-specific ion channel. Important for reducing fluoride concentration in the cell, thus reducing its toxicity",K06199,"crcB, FEX; fluoride exporter",1.A.43.1 ; 1.A.43.2 ; 1.A.43.3,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Cell cycle and division,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02181,ftsK,DNA translocase FtsK,COG1674 DNA segregation ATPase FtsK SpoIIIE and related proteins,K03466,"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",The Septal DNA Translocator (S-DNA-T) Family,,tcdb|annotation,Cell cycle and division,False,False,True,True
Alteromonas macleodii EZ55,EZ55_02206,,DMT family transporter,COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02208,bamC,outer membrane protein assembly factor BamC,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",K07287,bamC; outer membrane protein assembly factor BamC,1.B.33.1,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii EZ55,EZ55_02212,perM,AI-2E family transporter,permease,K03548,perM; putative permease,2.A.86.1,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Unknown,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02235,mdtK,MATE family efflux transporter,COG0534 Na -driven multidrug efflux pump,K03327,"SLC47A, MATE, DTX; MATE family, multidrug and toxin extrusion protein",2.A.66.1,SLC47: Multidrug and toxin extrusion (MATE) family,brite|tcdb|annotation,Defense mechanisms,True,False,True,True
Alteromonas macleodii EZ55,EZ55_02240,,nuclear transport factor 2 family protein,,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02273,,NRDE family protein,Transport and Golgi organisation 2,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02282,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii EZ55,EZ55_02285,,efflux RND transporter permease subunit,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,,,,,annotation,Defense mechanisms,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02286,,efflux RND transporter periplasmic adaptor subunit,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,,,,,annotation,Cell wall and membrane,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02296,fur,ferric iron uptake transcriptional regulator,Belongs to the Fur family,K03711,"fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",,,kegg,Transcription,False,True,False,False
Alteromonas macleodii EZ55,EZ55_02304,,efflux RND transporter periplasmic adaptor subunit,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",2.A.6.2 ; 8.A.1.6,Accessory factors involved in transport [TC:8],brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02305,mdtB,efflux RND transporter permease subunit,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",2.A.6.2,,kegg|tcdb|annotation,Defense mechanisms,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02306,,efflux RND transporter permease subunit,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,K03296,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",2.A.6.2,,kegg|tcdb|annotation,Defense mechanisms,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02322,,TonB-dependent receptor,receptor,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii EZ55,EZ55_02327,,ATP-binding cassette domain-containing protein,"ABC-type molybdate transport system, ATPase component",K02017,modC; molybdate transport system ATP-binding protein [EC:7.3.2.5],3.A.1.8,Molybdate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02328,modB,molybdate ABC transporter permease subunit,"COG4149 ABC-type molybdate transport system, permease component",K02018,modB; molybdate transport system permease protein,3.A.1.8,Molybdate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02329,modA,molybdate ABC transporter substrate-binding protein,"molybdenum ABC transporter, periplasmic",K02020,modA; molybdate transport system substrate-binding protein,3.A.1.8,Molybdate transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02349,,TonB-dependent receptor domain-containing protein,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02351,rhtA,EamA family transporter,"permease, DMT superfamily",K11939,rhtA; inner membrane transporter RhtA,2.A.7.3.6,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Unknown,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02357,,nuclear transport factor 2 family protein,SnoaL-like domain,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02358,eamB,LysE family translocator,threonine efflux protein,,,,,annotation,Amino acid metabolism,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02370,hdfR,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02376,,LysR family transcriptional regulator,transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02395,dagA,alanine/glycine:cation symporter family protein,alanine symporter,K03310,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",The Alanine or Glycine:Cation Symporter (AGCS) Family,,kegg|tcdb|annotation,Amino acid metabolism,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02430,,TRAP transporter substrate-binding protein,"COG1638 TRAP-type C4-dicarboxylate transport system, periplasmic component",,,,,annotation,Carbohydrate metabolism,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02431,,TRAP transporter small permease,"Tripartite ATP-independent periplasmic transporters, DctQ component",,,,,annotation,Carbohydrate metabolism,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02432,,TRAP transporter large permease,Part of the tripartite ATP-independent periplasmic (TRAP) transport system,,,,,annotation,Carbohydrate metabolism,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02441,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02452,,type 2 periplasmic-binding domain-containing protein,Phosphate ABC transporter substrate-binding protein,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02453,,LysR family transcriptional regulator,"Bacterial regulatory helix-turn-helix protein, lysR family",,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02480,sdcS,SLC13 family permease,COG0471 Di- and tricarboxylate transporters,K14445,"SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5",2.A.47.1,SLC13: Human Na+-sulfate/carboxylate cotransporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02484,mscS,mechanosensitive ion channel family protein,Mechanosensitive ion channel,K03442,mscS; small conductance mechanosensitive channel,1.A.23.2,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Cell wall and membrane,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02489,,hypothetical protein,Preprotein translocase subunit SecA,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02498,yhjC,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02506,,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02529,,AMP-binding protein,AMP-binding enzyme C-terminal domain,K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",4.C.1.1,,tcdb,Lipid metabolism,False,False,True,False
Alteromonas macleodii EZ55,EZ55_02542,modF,ATP-binding cassette domain-containing protein,"ABC-type molybdenum transport system, ATPase component photorepair protein PhrA",K02013 ; K05776,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-] ; modF; molybdate transport system ATP-binding protein,3.A.1.14,Molybdate transporter ; Iron complex transporter,brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02546,atoE,short-chain fatty acid transporter,COG2031 Short chain fatty acids transporter,K02106,atoE; short-chain fatty acids transporter,2.A.73.1,,kegg|tcdb|annotation,Lipid metabolism,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02572,nhaB,sodium/proton antiporter NhaB,Na( ) H( ) antiporter that extrudes sodium in exchange for external protons,K03314,"nhaB; Na+:H+ antiporter, NhaB family",2.A.34.1,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02573,dsbB,disulfide bond formation protein DsbB,Required for disulfide bond formation in some periplasmic proteins. Acts by oxidizing the DsbA protein,K03611,dsbB; protein dithiol:quinone oxidoreductase [EC:1.8.5.9],5.A.2.1,,tcdb,Post-translational modification,False,False,True,False
Alteromonas macleodii EZ55,EZ55_02580,fadD,long-chain-fatty-acid--CoA ligase FadD,COG0318 Acyl-CoA synthetases (AMP-forming) AMP-acid ligases II,K01897,"ACSL, fadD; long-chain-fatty-acid---CoA ligase [EC:6.2.1.3]",4.C.1.1,,tcdb,Lipid metabolism,False,False,True,False
Alteromonas macleodii EZ55,EZ55_02588,,cation diffusion facilitator family transporter,Cation efflux family,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02594,,sulfite exporter TauE/SafE family protein,membrane transporter protein,,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02613,yfdC,formate/nitrite transporter family protein,transporter (Formate nitrite transporter family) protein,K21990,yfdC; formate-nitrite transporter family protein,1.A.16.4,,kegg|tcdb|annotation,Inorganic ion transport,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02616,,hypothetical protein,"COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii EZ55,EZ55_02617,,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",K02014,TC.FEV.OM; iron complex outermembrane recepter protein,The Outer Membrane Receptor (OMR) Family,Pores ion channels [TC:1],brite|tcdb|annotation,Inorganic ion transport,True,False,True,True
Alteromonas macleodii EZ55,EZ55_02635,,substrate-binding periplasmic protein,,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein,3.A.1.3,Putative polar amino acid transporter,brite|kegg|tcdb|annotation,Unknown,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02647,lldP,L-lactate permease,L-lactate permease,K00427 ; K03303,"lldP, lctP; L-lactate permease ; lutP, lctP; lactate permease",The Lactate Permease (LctP) Family ; 2.A.14.1.1,Electrochemical potential-driven transporters [TC:2],brite|kegg|tcdb|annotation,Energy production,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02648,,LysR family transcriptional regulator,"Bacterial regulatory helix-turn-helix protein, lysR family",,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02649,,DcaP family trimeric outer membrane transporter,Forms passive diffusion pores that allow small molecular weight hydrophilic materials across the outer membrane,,,,,annotation,Cell wall and membrane,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02654,yfiO,outer membrane protein assembly factor BamD,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",K05807,bamD; outer membrane protein assembly factor BamD,1.B.33.1,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii EZ55,EZ55_02657,,LON peptidase substrate-binding domain-containing protein,to the N-terminal domain of Lon protease,K07157,K07157; uncharacterized protein,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02658,,nuclear transport factor 2 family protein,Uncharacterized conserved protein (DUF2358),,,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02663,motB,flagellar motor protein MotB,Flagellar motor protein,K02557,motB; chemotaxis protein MotB,1.A.30.1,Pores ion channels [TC:1],brite|tcdb|annotation,Cell motility,True,False,True,True
Alteromonas macleodii EZ55,EZ55_02664,pomA,flagellar motor protein PomA,COG1291 Flagellar motor component,K02556,motA; chemotaxis protein MotA,1.A.30.1,Pores ion channels [TC:1],brite|tcdb|annotation,Cell motility,True,False,True,True
Alteromonas macleodii EZ55,EZ55_02678,ettA,energy-dependent translational throttle protein EttA,"A translation factor that gates the progression of the 70S ribosomal initiation complex (IC, containing tRNA(fMet) in the P-site) into the translation elongation cycle by using a mechanism sensitive to the ATP/ADP ratio. Binds to the 70S ribosome E-site where it modulates the state of the translating ribosome during subunit translocation. ATP hydrolysis probably frees it from the ribosome, which can enter the elongation phase",K06020,ettA; energy-dependent translational throttle protein EttA,,,annotation,Unknown,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02702,fimT,GspH/FimT family pseudopilin,Pilus assembly protein,K08084,fimT; type IV fimbrial biogenesis protein FimT,3.A.15.2,,tcdb|annotation,Cell motility,False,False,True,True
Alteromonas macleodii EZ55,EZ55_02703,gspJ,type IV pilin protein,Prokaryotic N-terminal methylation motif,K02456 ; K02458 ; K02459 ; K02655 ; K12285,gspG; general secretion pathway protein G ; gspI; general secretion pathway protein I ; gspJ; general secretion pathway protein J ; pilE; type IV pilus assembly protein PilE ; mshO; MSHA biogenesis protein MshO,3.A.15.2,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_02704,VP0657,prepilin-type N-terminal cleavage/methylation domain-containing protein,COG4970 Tfp pilus assembly protein FimT,K08084,fimT; type IV fimbrial biogenesis protein FimT,3.A.15.2,,tcdb|annotation,Cell motility,False,False,True,True
Alteromonas macleodii EZ55,EZ55_02708,pilE,type IV pilin protein,COG4968 Tfp pilus assembly protein PilE,K02655,pilE; type IV pilus assembly protein PilE,3.A.15.2,,tcdb,Cell motility,False,False,True,False
Alteromonas macleodii EZ55,EZ55_02718,murJ,murein biosynthesis integral membrane protein MurJ,Involved in peptidoglycan biosynthesis. Transports lipid-linked peptidoglycan precursors from the inner to the outer leaflet of the cytoplasmic membrane,K03980,"murJ, mviN; putative peptidoglycan lipid II flippase",2.A.66.4,Electrochemical potential-driven transporters [TC:2],brite|tcdb,Unknown,True,False,True,False
Alteromonas macleodii EZ55,EZ55_02723,,bile acid:sodium symporter family protein,Na -dependent transporter,K03453,"TC.BASS; bile acid:Na+ symporter, BASS family",The Bile Acid:Na+ Symporter (BASS) Family,,kegg|tcdb|annotation,Unknown,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02724,,LysR family transcriptional regulator,transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02731,lon,endopeptidase La,"ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner",K01338,lon; ATP-dependent Lon protease [EC:3.4.21.53],,,annotation,Post-translational modification,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02757,yfgL,outer membrane protein assembly factor BamB,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",K17713,bamB; outer membrane protein assembly factor BamB,1.B.33.1,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii EZ55,EZ55_02769,sufD,Fe-S cluster assembly protein SufD,"COG0719 ABC-type transport system involved in Fe-S cluster assembly, permease component",K09015,sufD; Fe-S cluster assembly protein SufD,,,annotation,Post-translational modification,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02770,sufC,Fe-S cluster assembly ATPase SufC,"COG0396 ABC-type transport system involved in Fe-S cluster assembly, ATPase component",K09013,sufC; Fe-S cluster assembly ATP-binding protein,,Orphan ABC ATPase,brite|annotation,Post-translational modification,True,False,False,True
Alteromonas macleodii EZ55,EZ55_02771,sufB,Fe-S cluster assembly protein SufB,"COG0719 ABC-type transport system involved in Fe-S cluster assembly, permease component",K09014,sufB; Fe-S cluster assembly protein SufB,,,annotation,Post-translational modification,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02775,ethA,flavin-containing monooxygenase,flavoprotein involved in K transport,,,,,annotation,Inorganic ion transport,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02781,secF,protein translocase subunit SecF,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,K03074,secF; preprotein translocase subunit SecF,2.A.6.4 ; 3.A.5.2 ; 3.A.5.7,,kegg|tcdb|annotation,Intracellular trafficking,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02782,secD,protein translocase subunit SecD,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,K03072,secD; preprotein translocase subunit SecD,2.A.6.4 ; 3.A.5.2 ; 3.A.5.7,,kegg|tcdb|annotation,Intracellular trafficking,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02783,yajC,preprotein translocase subunit YajC,Preprotein translocase subunit YajC,K03210,yajC; preprotein translocase subunit YajC,3.A.5.1 ; 3.A.5.2,,kegg|tcdb|annotation,Intracellular trafficking,False,True,True,True
Alteromonas macleodii EZ55,EZ55_02789,VP1064,potassium channel protein,Ion channel,K10716,"kch, trkA, mthK, pch; voltage-gated potassium channel",1.A.1.1 ; 1.A.1.13 ; 1.A.1.17 ; 1.A.1.24 ; 1.A.1.25 ; 1.A.1.6,Pores ion channels [TC:1],brite|kegg|tcdb|annotation,Inorganic ion transport,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02796,,ABC transporter ATP-binding protein,ATPases associated with a variety of cellular activities,K02003,ABC.CD.A; putative ABC transport system ATP-binding protein,The ATP-binding Cassette (ABC) Superfamily,Putative ABC transporter,brite|kegg|tcdb|annotation,Defense mechanisms,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02797,,ABC transporter permease,FtsX-like permease family,K02004,ABC.CD.P; putative ABC transport system permease protein,The ATP-binding Cassette (ABC) Superfamily,Putative ABC transporter,brite|kegg|tcdb|annotation,Defense mechanisms,True,True,True,True
Alteromonas macleodii EZ55,EZ55_02803,,LysR family transcriptional regulator,Transcriptional regulator,,,,,annotation,Transcription,False,False,False,True
Alteromonas macleodii EZ55,EZ55_02829,,oligosaccharide flippase family protein,Membrane protein involved in the export of O-antigen and teichoic acid,K03328,"TC.PST; polysaccharide transporter, PST family",2.A.66.2,,kegg|tcdb,Unknown,False,True,True,False
Alteromonas macleodii EZ55,EZ55_02839,wza,XrtA/PEP-CTERM system exopolysaccharide export protein,COG1596 Periplasmic protein involved in polysaccharide export,K01991,"wza, gfcE; polysaccharide biosynthesis/export protein",The Outer Membrane Auxiliary (OMA) Protein Family,Pores ion channels [TC:1],brite|tcdb,Cell wall and membrane,True,False,True,False
Alteromonas macleodii EZ55,EZ55_02855,suxA,TonB-dependent receptor,"COG1629 Outer membrane receptor proteins, mostly Fe transport",,,,,annotation,Cell wall and membrane,False,False,False,True
