locus_tag,gene_name,product,timepoint,log2fc,padj,expression_status,experiment_id
ACZ81_00745,,methyl-accepting chemotaxis protein,day 18,0.5234251409914716,0.3428588936346131,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05030,flgH,flagellar basal body L-ring protein FlgH,day 18,0.5207233171573212,0.5888532636786559,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04985,flgA,flagellar basal body P-ring formation chaperone FlgA,day 18,-0.519408852011535,0.5972147579010305,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05270,cheY,chemotaxis response regulator CheY,day 60,0.5176621221522739,0.3516258602933463,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_18360,cheX,chemotaxis protein CheX,day 60,0.5173424400308457,0.0424879663469238,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03155,bdlA,methyl-accepting chemotaxis protein,day 89,-0.5163391444544535,0.14548159402003,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05175,fliG,flagellar motor switch protein FliG,day 18,0.5110612925794257,0.3555445018060249,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05295,VP2226,chemotaxis protein CheW,day 31,-0.5103464662534666,0.3957217728605931,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05180,fliH,flagellar assembly protein FliH,days 60+89,-0.5094378269980944,0.2611696864241473,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05035,flgI,flagellar basal body P-ring protein FlgI,day 31,-0.501670295480273,0.4113702412378867,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05300,cheW,chemotaxis protein CheW,day 89,-0.4997118919804309,0.2076926868149541,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05300,cheW,chemotaxis protein CheW,day 18,-0.4970153349270669,0.2430954593991458,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_18360,cheX,chemotaxis protein CheX,day 31,0.4942473303669966,0.0535891926756608,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17265,,flagellin N-terminal helical domain-containing protein,day 31,0.4915961526567799,0.1021386342313525,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05280,cheA,chemotaxis protein CheA,day 18,-0.488907136332393,0.2539350817862672,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_02085,,flagellar basal body L-ring protein FlgH,days 60+89,0.4886599231543956,0.743559910932401,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_18475,aer-1,methyl-accepting chemotaxis protein,day 31,-0.4845924599363262,0.293440515165385,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03740,rpoN,RNA polymerase factor sigma-54,day 89,-0.473537920431705,0.1104186084323413,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03270,rpoD,RNA polymerase sigma factor RpoD,day 60,-0.471676264610718,0.1408459212976061,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05230,fliR,flagellar biosynthetic protein FliR,day 31,0.4681692964410165,0.3893988905102605,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05265,fliA,RNA polymerase sigma factor FliA,days 60+89,-0.4681176635334972,0.2038288821113022,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_18475,aer-1,methyl-accepting chemotaxis protein,day 89,-0.4671348070977836,0.3141403132923751,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_07105,,methyl-accepting chemotaxis protein,day 89,-0.4624470181938614,0.4692922548110934,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05460,sapA,ABC transporter substrate-binding protein,day 31,-0.4617144868015164,0.1230207252374116,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03155,bdlA,methyl-accepting chemotaxis protein,days 60+89,-0.4598039400289426,0.1133498607791889,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16970,tar,methyl-accepting chemotaxis protein,day 18,0.4589360613566567,0.5527724202030756,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05460,sapA,ABC transporter substrate-binding protein,day 18,-0.454394572246881,0.1537232810763527,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_RS21445,bdlA,methyl-accepting chemotaxis protein,day 89,-0.4460502705109275,0.5935487425849377,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03485,,HAMP domain-containing methyl-accepting chemotaxis protein,day 18,-0.442171551281124,0.2636066125972104,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05295,VP2226,chemotaxis protein CheW,days 60+89,-0.4364261139499119,0.3793848036139797,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05270,cheY,chemotaxis response regulator CheY,day 18,-0.4295248424836721,0.4957337893450248,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05300,cheW,chemotaxis protein CheW,day 31,-0.4281323488446659,0.2967918864987445,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05025,flgG,flagellar basal-body rod protein FlgG,day 18,0.4249766410010863,0.6479927024324696,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05150,fleQ,sigma-54 dependent transcriptional regulator,day 31,-0.420956552439681,0.0996621413307993,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05020,flgF,flagellar basal body rod protein FlgF,day 60,-0.418185308931251,0.6953135827151818,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16170,,chemotaxis protein CheX,day 18,-0.4176101906084719,0.656752578060306,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01450,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 31,0.4163256254488442,0.4855500172662488,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05215,fliO,flagellar biosynthetic protein FliO,days 60+89,0.4150928161669809,0.4864672902379435,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01430,cheW,chemotaxis protein CheW,day 89,-0.4124870504067857,0.5286558438089309,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05190,fliJ,flagellar export protein FliJ,day 89,-0.41138532764793,0.4416736054805038,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,day 60,-0.4112964924848322,0.6368741171489679,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03155,bdlA,methyl-accepting chemotaxis protein,day 60,-0.4049522886528591,0.2737280047988522,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05010,flgD,flagellar hook assembly protein FlgD,day 31,-0.4007422140382632,0.5447622442401899,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03740,rpoN,RNA polymerase factor sigma-54,days 60+89,-0.3996360429416455,0.1048873856741438,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05000,flgB,flagellar basal body rod protein FlgB,day 60,-0.396680644389465,0.6788776507019311,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05265,fliA,RNA polymerase sigma factor FliA,day 60,-0.3958210391301355,0.4071261963894038,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04970,,LPP20 family lipoprotein,day 60,-0.3931097671381733,0.5750404148404209,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05270,cheY,chemotaxis response regulator CheY,day 89,-0.3899594713447551,0.4985073047966168,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05195,fliK,flagellar hook-length control protein FliK,day 31,-0.3742949299161602,0.3997603697340982,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05000,flgB,flagellar basal body rod protein FlgB,day 18,0.3719506162186333,0.7322826378373546,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01445,cheD,chemoreceptor glutamine deamidase CheD,day 89,-0.3713907875432913,0.6525508731140545,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16865,,hypothetical protein,day 18,0.3700875497170873,0.7085207725019925,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17265,,flagellin N-terminal helical domain-containing protein,day 60,0.3645733010508042,0.2540300494947682,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_00330,fliL2,flagellar basal body-associated protein FliL,day 18,0.3644514544263718,0.549300828022972,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05250,flhA,flagellar biosynthesis protein FlhA,day 60,-0.3590687922059653,0.6527888165387372,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03155,bdlA,methyl-accepting chemotaxis protein,day 31,-0.3564283960717943,0.3474342838472083,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05010,flgD,flagellar hook assembly protein FlgD,day 18,0.3483791193788538,0.650765027216442,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05020,flgF,flagellar basal body rod protein FlgF,day 18,0.345069855101725,0.7796130401621274,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_RS21455,bdlA,hypothetical protein,day 18,0.3446083696676172,0.7278598171260842,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05270,cheY,chemotaxis response regulator CheY,day 31,0.3442892513139567,0.5522246560445471,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11940,,methyl-accepting chemotaxis protein,day 18,-0.3439015748410976,0.4428458100865828,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05165,fliE,flagellar hook-basal body complex protein FliE,days 60+89,0.3400497675492062,0.7600079507877865,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05040,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,day 31,-0.3372348169636852,0.5884570827823775,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03740,rpoN,RNA polymerase factor sigma-54,day 31,-0.336547127376768,0.2854100744202411,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_18475,aer-1,methyl-accepting chemotaxis protein,days 60+89,-0.3357426503473978,0.3895114352492477,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05265,fliA,RNA polymerase sigma factor FliA,day 31,-0.3354636596023037,0.4861611703824383,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05225,fliQ,flagellar biosynthesis protein FliQ,day 60,0.334410617025589,0.6084464816632382,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03740,rpoN,RNA polymerase factor sigma-54,day 60,-0.3290372060444618,0.2959875370997406,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01430,cheW,chemotaxis protein CheW,days 60+89,-0.3269367606211779,0.538994936303905,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05180,fliH,flagellar assembly protein FliH,day 60,-0.3190331739246095,0.5945870841775082,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05295,VP2226,chemotaxis protein CheW,day 18,-0.3168031634760577,0.6587436184807651,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05150,fleQ,sigma-54 dependent transcriptional regulator,day 60,-0.3109620880359395,0.243401998890167,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_07105,,methyl-accepting chemotaxis protein,days 60+89,-0.2980243071204808,0.5829089535234984,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05210,fliN,flagellar motor switch protein FliN,day 60,0.2975493812695372,0.6714092933060153,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05005,flgC,flagellar basal body rod protein FlgC,day 18,0.2952730767103724,0.7531296622064997,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05210,fliN,flagellar motor switch protein FliN,day 18,-0.2919453933391533,0.7148375647621369,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11605,,response regulator,day 18,0.2888846636885792,0.580132799247702,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_18360,cheX,chemotaxis protein CheX,days 60+89,0.2878123412943683,0.2768271955416969,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01425,cheA,chemotaxis protein CheW,day 89,-0.2750602181731622,0.7076852899942916,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01420,cheY1,response regulator,day 60,-0.273306780151494,0.6363630081927384,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17265,,flagellin N-terminal helical domain-containing protein,days 60+89,0.2714933552346679,0.3208284375546683,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01745,,methyl-accepting chemotaxis protein,day 60,-0.2702448595040519,0.4810125316178866,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05235,flhB,flagellar biosynthesis protein FlhB,day 18,-0.2696017495566198,0.6173443048330264,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05190,fliJ,flagellar export protein FliJ,day 60,0.265190454649895,0.6382042848486751,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05185,fliI,flagellar protein export ATPase FliI,day 18,0.2603347486556774,0.5906665357566894,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01460,cheY1,response regulator,day 18,-0.2597853936593299,0.841295051484261,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01745,,methyl-accepting chemotaxis protein,days 60+89,-0.2527897170131756,0.3984348258672227,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01425,cheA,chemotaxis protein CheW,day 31,-0.2520032050656291,0.7236117286073753,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05150,fleQ,sigma-54 dependent transcriptional regulator,day 18,-0.250338636903298,0.4051638837400665,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01445,cheD,chemoreceptor glutamine deamidase CheD,days 60+89,-0.2496844560611076,0.709146888681765,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05295,VP2226,chemotaxis protein CheW,day 60,-0.2476284009570446,0.7074046278907175,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03485,,HAMP domain-containing methyl-accepting chemotaxis protein,day 60,-0.2456665239370677,0.5480197838799583,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01430,cheW,chemotaxis protein CheW,day 60,-0.2455420570184892,0.7263176077231469,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16970,tar,methyl-accepting chemotaxis protein,day 89,0.2434347733184531,0.7521310133632153,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_00330,fliL2,flagellar basal body-associated protein FliL,day 31,-0.2409400471353811,0.6720589158802973,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05230,fliR,flagellar biosynthetic protein FliR,day 60,0.2390964248119467,0.6934929205008855,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01745,,methyl-accepting chemotaxis protein,day 89,-0.2358924166896599,0.5396586767231308,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05185,fliI,flagellar protein export ATPase FliI,day 89,-0.2344290645244826,0.5976172356349359,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03485,,HAMP domain-containing methyl-accepting chemotaxis protein,day 31,-0.2255208373392475,0.5772055605209537,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03485,,HAMP domain-containing methyl-accepting chemotaxis protein,day 89,0.2247367929670595,0.5886120156881667,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05040,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,day 18,0.2239170584224549,0.7640324058863964,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05185,fliI,flagellar protein export ATPase FliI,days 60+89,-0.2192807119166602,0.527686209431605,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05045,flgK,flagellar hook-associated protein FlgK,day 18,-0.2190020359368518,0.6835681893483029,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01450,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 60,0.2179324251296365,0.7411781087141167,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11605,,response regulator,day 89,0.2168707274649379,0.6606099381119732,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_18475,aer-1,methyl-accepting chemotaxis protein,day 60,-0.2148911338447883,0.6775452123915947,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03270,rpoD,RNA polymerase sigma factor RpoD,days 60+89,-0.2135211059761125,0.500414921852302,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17265,,flagellin N-terminal helical domain-containing protein,day 18,0.2088827855419348,0.5902509023412456,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03270,rpoD,RNA polymerase sigma factor RpoD,day 18,-0.2081720347255719,0.6143037584358536,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05185,fliI,flagellar protein export ATPase FliI,day 31,-0.2049326400152934,0.6443816678383079,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05185,fliI,flagellar protein export ATPase FliI,day 60,-0.2038514678737953,0.6474024870684235,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_11605,,response regulator,day 60,-0.2006696543043051,0.6805356712673006,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05275,cheZ,protein phosphatase CheZ,day 18,-0.2000287090224294,0.5682739039221163,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05230,fliR,flagellar biosynthetic protein FliR,day 18,-0.1924228019475408,0.7835137823864865,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_00330,fliL2,flagellar basal body-associated protein FliL,day 60,0.1924031949161428,0.7456965634527868,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05180,fliH,flagellar assembly protein FliH,day 31,-0.1896941167743467,0.7610476940847292,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05460,sapA,ABC transporter substrate-binding protein,day 89,0.1844531634546644,0.5963336431336703,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05210,fliN,flagellar motor switch protein FliN,day 31,0.184379744783108,0.8033090526577846,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05460,sapA,ABC transporter substrate-binding protein,days 60+89,0.184123626185647,0.4950587937262802,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05460,sapA,ABC transporter substrate-binding protein,day 60,0.1836099241520854,0.5981120929501703,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01425,cheA,chemotaxis protein CheW,days 60+89,-0.1827116838360463,0.7587139405312611,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_02085,,flagellar basal body L-ring protein FlgH,day 60,-0.182627580363077,0.9313977361051338,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_01430,cheW,chemotaxis protein CheW,day 31,-0.1774851849476422,0.8072027525140028,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_17265,,flagellin N-terminal helical domain-containing protein,day 89,0.1771488409333475,0.6221346046697717,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_04970,,LPP20 family lipoprotein,day 18,0.1758861515139669,0.8389242243852695,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_03270,rpoD,RNA polymerase sigma factor RpoD,day 31,-0.175011872339757,0.6382839075267662,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05285,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,day 89,-0.1721343780541932,0.7680621873177669,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05285,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,days 60+89,-0.1671015815503151,0.7063998079428945,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_16970,tar,methyl-accepting chemotaxis protein,day 31,0.1661326151988708,0.8292764717637906,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
ACZ81_05235,flhB,flagellar biosynthesis protein FlhB,day 89,-0.165512709980604,0.7519687102645629,not_significant,10.1101/2025.11.24.690089_growth_state_pro99lown_nutrient_starvation_hot1a3_rnaseq_coculture
