row_type,ontology,term_id,term_name,direction,substrate_module,match_type,breakdown_flag,evidence,median_up_pct,count_k,bg_count_M,gene_ratio,fold_enrichment,p_value,p_adjust,significant
genome_wide_enrichment,kegg,kegg.pathway:ko00230,Purine metabolism,up,,,,,,9,60,9/111,5.334,3.537e-05,0.005128,True
genome_wide_enrichment,kegg,kegg.pathway:ko01210,2-Oxocarboxylic acid metabolism,up,,,,,,7,39,7/111,6.382,8.414e-05,0.0061,True
genome_wide_enrichment,kegg,kegg.pathway:ko00640,Propanoate metabolism,up,,,,,,6,32,6/111,6.667,0.0002156,0.01042,True
genome_wide_enrichment,kegg,kegg.pathway:ko01120,Microbial metabolism in diverse environments,up,,,,,,14,214,14/111,2.326,0.002386,0.0865,False
genome_wide_enrichment,kegg,kegg.pathway:ko05132,Salmonella infection,down,,,,,,4,11,4/163,8.805,0.0007369,0.1069,False
genome_wide_enrichment,kegg,kegg.pathway:ko00330,Arginine and proline metabolism,up,,,,,,4,28,4/111,5.08,0.007205,0.1306,False
genome_wide_enrichment,kegg,kegg.pathway:ko00500,Starch and sucrose metabolism,up,,,,,,4,27,4/111,5.268,0.00631,0.1306,False
genome_wide_enrichment,kegg,kegg.pathway:ko00630,Glyoxylate and dicarboxylate metabolism,up,,,,,,5,42,5/111,4.233,0.005964,0.1306,False
genome_wide_enrichment,kegg,kegg.pathway:ko00785,Lipoic acid metabolism,up,,,,,,3,13,3/111,8.206,0.00504,0.1306,False
genome_wide_enrichment,kegg,kegg.pathway:ko01110,Biosynthesis of secondary metabolites,up,,,,,,17,336,17/111,1.799,0.01168,0.1882,False
genome_wide_enrichment,kegg,kegg.pathway:ko04621,NOD-like receptor signaling pathway,down,,,,,,3,8,3/163,9.081,0.003322,0.2409,False
genome_wide_enrichment,kegg,kegg.pathway:ko00920,Sulfur metabolism,up,,,,,,3,20,3/111,5.334,0.01741,0.2525,False
genome_wide_enrichment,kegg,kegg.pathway:ko01320,Sulfur cycle,up,,,,,,2,9,2/111,7.902,0.0248,0.3269,False
genome_wide_enrichment,kegg,kegg.pathway:ko00261,Monobactam biosynthesis,up,,,,,,2,11,2/111,6.465,0.03653,0.4074,False
genome_wide_enrichment,kegg,kegg.pathway:ko00450,Selenocompound metabolism,up,,,,,,2,11,2/111,6.465,0.03653,0.4074,False
genome_wide_enrichment,kegg,kegg.pathway:ko00460,Cyanoamino acid metabolism,up,,,,,,2,12,2/111,5.926,0.04304,0.4458,False
genome_wide_enrichment,kegg,kegg.pathway:ko00280,"Valine, leucine and isoleucine degradation",up,,,,,,3,32,3/111,3.334,0.0595,0.5751,False
genome_wide_enrichment,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",up,,,,,,3,34,3/111,3.138,0.06897,0.6251,False
genome_wide_enrichment,kegg,kegg.pathway:ko01200,Carbon metabolism,up,,,,,,6,107,6/111,1.994,0.07917,0.6753,False
genome_wide_enrichment,kegg,kegg.pathway:ko00053,Ascorbate and aldarate metabolism,up,,,,,,1,5,1/111,7.112,0.133,0.935,False
genome_wide_enrichment,kegg,kegg.pathway:ko00680,Methane metabolism,up,,,,,,2,23,2/111,3.092,0.1354,0.935,False
genome_wide_enrichment,kegg,kegg.pathway:ko01230,Biosynthesis of amino acids,up,,,,,,6,121,6/111,1.763,0.1237,0.935,False
genome_wide_enrichment,kegg,kegg.pathway:ko01232,Nucleotide metabolism,up,,,,,,3,44,3/111,2.424,0.1253,0.935,False
genome_wide_enrichment,kegg,kegg.pathway:ko00020,Citrate cycle (TCA cycle),up,,,,,,2,24,2/111,2.963,0.1451,0.951,False
genome_wide_enrichment,kegg,kegg.pathway:ko00930,Caprolactam degradation,up,,,,,,1,6,1/111,5.926,0.1574,0.951,False
genome_wide_enrichment,kegg,kegg.pathway:ko01220,Degradation of aromatic compounds,up,,,,,,1,6,1/111,5.926,0.1574,0.951,False
genome_wide_enrichment,kegg,kegg.pathway:ko00010,Glycolysis / Gluconeogenesis,down,,,,,,4,33,4/163,2.935,0.04516,0.9716,False
genome_wide_enrichment,kegg,kegg.pathway:ko00710,Carbon fixation by Calvin cycle,down,,,,,,3,19,3/163,3.823,0.0412,0.9716,False
genome_wide_enrichment,kegg,kegg.pathway:ko02030,Bacterial chemotaxis,down,,,,,,5,50,5/163,2.421,0.05361,0.9716,False
genome_wide_enrichment,kegg,kegg.pathway:ko04066,HIF-1 signaling pathway,down,,,,,,2,7,2/163,6.918,0.03105,0.9716,False
genome_wide_enrichment,kegg,kegg.pathway:ko04213,Longevity regulating pathway - multiple species,down,,,,,,2,8,2/163,6.054,0.04029,0.9716,False
genome_wide_enrichment,kegg,kegg.pathway:ko05418,Fluid shear stress and atherosclerosis,down,,,,,,2,9,2/163,5.381,0.05042,0.9716,False
genome_wide_enrichment,kegg,kegg.pathway:ko00020,Citrate cycle (TCA cycle),down,,,,,,1,24,1/163,1.009,0.6377,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00030,Pentose phosphate pathway,down,,,,,,0,20,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00040,Pentose and glucuronate interconversions,down,,,,,,0,12,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00051,Fructose and mannose metabolism,down,,,,,,0,15,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00052,Galactose metabolism,down,,,,,,0,14,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00053,Ascorbate and aldarate metabolism,down,,,,,,0,5,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00061,Fatty acid biosynthesis,down,,,,,,1,18,1/163,1.345,0.5327,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00071,Fatty acid degradation,down,,,,,,0,23,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,down,,,,,,1,15,1/163,1.614,0.4694,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00190,Oxidative phosphorylation,down,,,,,,2,39,2/163,1.242,0.4836,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00195,Photosynthesis,down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00220,Arginine biosynthesis,down,,,,,,0,18,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00230,Purine metabolism,down,,,,,,1,60,1/163,0.404,0.9219,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00240,Pyrimidine metabolism,down,,,,,,1,36,1/163,0.673,0.7824,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00250,"Alanine, aspartate and glutamate metabolism",down,,,,,,0,33,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00260,"Glycine, serine and threonine metabolism",down,,,,,,0,34,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00261,Monobactam biosynthesis,down,,,,,,0,11,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00270,Cysteine and methionine metabolism,down,,,,,,1,36,1/163,0.673,0.7824,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00280,"Valine, leucine and isoleucine degradation",down,,,,,,0,32,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00290,"Valine, leucine and isoleucine biosynthesis",down,,,,,,1,14,1/163,1.73,0.4465,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00300,Lysine biosynthesis,down,,,,,,0,16,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00310,Lysine degradation,down,,,,,,0,15,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00330,Arginine and proline metabolism,down,,,,,,0,28,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00340,Histidine metabolism,down,,,,,,0,17,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00350,Tyrosine metabolism,down,,,,,,0,12,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00360,Phenylalanine metabolism,down,,,,,,1,14,1/163,1.73,0.4465,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00362,Benzoate degradation,down,,,,,,0,10,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00380,Tryptophan metabolism,down,,,,,,2,20,2/163,2.421,0.199,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",down,,,,,,1,22,1/163,1.101,0.6056,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00401,Novobiocin biosynthesis,down,,,,,,0,5,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00404,Staurosporine biosynthesis,down,,,,,,0,5,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00410,beta-Alanine metabolism,down,,,,,,0,12,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00430,Taurine and hypotaurine metabolism,down,,,,,,0,9,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00450,Selenocompound metabolism,down,,,,,,0,11,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00460,Cyanoamino acid metabolism,down,,,,,,0,12,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00470,D-Amino acid metabolism,down,,,,,,0,9,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00480,Glutathione metabolism,down,,,,,,0,24,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00500,Starch and sucrose metabolism,down,,,,,,0,27,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00520,Amino sugar and nucleotide sugar metabolism,down,,,,,,1,33,1/163,0.734,0.7528,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00521,Streptomycin biosynthesis,down,,,,,,0,8,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00523,Polyketide sugar unit biosynthesis,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00540,Lipopolysaccharide biosynthesis,down,,,,,,0,11,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00541,Biosynthesis of various nucleotide sugars,down,,,,,,0,21,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00543,Exopolysaccharide biosynthesis,down,,,,,,0,5,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00550,Peptidoglycan biosynthesis,down,,,,,,0,21,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00561,Glycerolipid metabolism,down,,,,,,1,15,1/163,1.614,0.4694,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00562,Inositol phosphate metabolism,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00564,Glycerophospholipid metabolism,down,,,,,,1,16,1/163,1.513,0.4914,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00620,Pyruvate metabolism,down,,,,,,3,48,3/163,1.513,0.3183,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00625,Chloroalkane and chloroalkene degradation,down,,,,,,0,10,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00627,Aminobenzoate degradation,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00630,Glyoxylate and dicarboxylate metabolism,down,,,,,,2,42,2/163,1.153,0.5233,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00640,Propanoate metabolism,down,,,,,,0,32,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00643,Styrene degradation,down,,,,,,0,6,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00650,Butanoate metabolism,down,,,,,,0,24,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00660,C5-Branched dibasic acid metabolism,down,,,,,,0,9,0/163,0.0,1.0,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00670,One carbon pool by folate,down,,,,,,1,25,1/163,0.969,0.6527,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00680,Methane metabolism,down,,,,,,1,23,1/163,1.053,0.622,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00720,Other carbon fixation pathways,down,,,,,,1,29,1/163,0.835,0.707,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00730,Thiamine metabolism,down,,,,,,1,11,1/163,2.201,0.3716,1.0,False
genome_wide_enrichment,kegg,kegg.pathway:ko00740,Riboflavin metabolism,down,,,,,,0,10,0/163,0.0,1.0,1.0,False
