og_group_id,og_product,substrate,best_tier,n_strains,strains,n_genes,captured_in_extruded
eggnog:464D0@72275,alpha/beta hydrolase family protein,protein/peptide,A: degradative + exported,4,AD45;ATCC27126;BGP6;BS11,5,False
eggnog:468FP@72275,HyaD/HybD family hydrogenase maturation endopeptidase,protein/peptide,"B: degradative, export uncertain",4,BGP6;EZ55;HOT1A3;MIT1002,4,False
eggnog:468RG@72275,CocE/NonD family hydrolase,protein/peptide,A: degradative + exported,4,AD45;ATCC27126;BGP6;EZ55,4,False
eggnog:46B8Y@72275,M56 family metallopeptidase,protein/peptide,"B: degradative, export uncertain",4,BGP6;EZ55;HOT1A3;MIT1002,4,False
eggnog:465FE@72275,TonB-dependent receptor,protein/peptide,A: degradative + exported,3,BGP6;EZ55;HOT1A3,3,True
eggnog:468JH@72275,zinc-dependent metalloprotease family protein,protein/peptide,A: degradative + exported,3,ATCC27126;BGP6;BS11,3,False
eggnog:46A7W@72275,alpha/beta hydrolase family protein,protein/peptide,A: degradative + exported,3,AD45;BS11;MIT1002,3,False
eggnog:COG1404@2,S8 family serine peptidase,protein/peptide,A: degradative + exported,3,ATCC27126;BGP6;HOT1A3,3,False
eggnog:COG2931@2,Hint domain-containing protein,protein/peptide,A: degradative + exported,3,ATCC27126;BGP6;HOT1A3,3,False
eggnog:COG3227@2,M36 family metallopeptidase,protein/peptide,A: degradative + exported,3,ATCC27126;BGP6;EZ55,4,False
eggnog:1MW57@1224,S8 family serine peptidase,protein/peptide,A: degradative + exported,2,ATCC27126;HOT1A3,2,False
eggnog:1R5CZ@1224,trypsin-like serine protease,protein/peptide,A: degradative + exported,2,ATCC27126;BGP6,2,False
eggnog:1R5SI@1224,M56 family metallopeptidase,protein/peptide,"B: degradative, export uncertain",2,HOT1A3;MIT1002,2,False
eggnog:1RG74@1224,gluzincin family metallopeptidase,protein/peptide,A: degradative + exported,2,ATCC27126;HOT1A3,2,False
eggnog:4676R@72275,transglutaminase-like cysteine peptidase,protein/peptide,A: degradative + exported,2,AD45;BS11,2,False
eggnog:COG0793@2,S41 family peptidase,protein/peptide,A: degradative + exported,2,EZ55;HOT1A3,2,False
eggnog:COG2755@2,SGNH hydrolase superfamily protein,protein/peptide,A: degradative + exported,2,ATCC27126;HOT1A3,3,False
eggnog:1MU6J@1224,ATP-dependent zinc metalloprotease FtsH,protein/peptide,"B: degradative, export uncertain",1,BGP6,1,False
eggnog:1MUJ3@1224,alpha/beta hydrolase family protein,protein/peptide,A: degradative + exported,1,BS11,1,False
eggnog:1MVQK@1224,ATP-dependent protease ATP-binding subunit ClpX,protein/peptide,"B: degradative, export uncertain",1,EZ55,1,False
eggnog:1MXZG@1224,exosortase A,protein/peptide,"B: degradative, export uncertain",1,ATCC27126,1,False
eggnog:1Q1V6@1224,alpha/beta hydrolase family protein,protein/peptide,"B: degradative, export uncertain",1,MIT1002,1,False
eggnog:1QGPW@1224,S49 family peptidase,protein/peptide,"B: degradative, export uncertain",1,AD45,1,False
eggnog:1QXPY@1224,M36 family metallopeptidase,protein/peptide,A: degradative + exported,1,BS11,1,False
eggnog:1R59B@1224,PepSY domain-containing protein,protein/peptide,"B: degradative, export uncertain",1,BS11,1,False
eggnog:46405@72275,amidohydrolase,protein/peptide,A: degradative + exported,1,AD45,1,False
eggnog:465UW@72275,S8 family serine peptidase,protein/peptide,A: degradative + exported,1,BS11,1,False
eggnog:465VB@72275,type I secretion system permease/ATPase,protein/peptide,"B: degradative, export uncertain",1,ATCC27126,1,False
eggnog:466QS@72275,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,protein/peptide,"B: degradative, export uncertain",1,BS11,1,False
eggnog:467CF@72275,S1 family peptidase,protein/peptide,A: degradative + exported,1,AD45,1,False
eggnog:469NK@72275,M14 family metallopeptidase,protein/peptide,A: degradative + exported,1,AD45,1,False
eggnog:46A2U@72275,aspartyl protease family protein,protein/peptide,A: degradative + exported,1,AD45,1,False
eggnog:46AYY@72275,cyanophycinase,protein/peptide,"B: degradative, export uncertain",1,AD45,1,False
eggnog:46CV0@72275,YgjP-like metallopeptidase domain-containing protein,protein/peptide,"B: degradative, export uncertain",1,EZ55,1,False
eggnog:COG0680@2,HyaD/HybD family hydrogenase maturation endopeptidase,protein/peptide,"B: degradative, export uncertain",1,BS11,1,False
eggnog:COG0810@2,energy transducer TonB,protein/peptide,A: degradative + exported,1,AD45,1,False
eggnog:COG1974@2,"DNA polymerase V, subunit D",protein/peptide,"B: degradative, export uncertain",1,EZ55,1,False
eggnog:COG2932@2,XRE family transcriptional regulator,protein/peptide,"B: degradative, export uncertain",1,BS11,1,False
eggnog:COG3591@2,S46 family peptidase,protein/peptide,A: degradative + exported,1,HOT1A3,1,False
eggnog:COG4946@2,uncharacterized conserved secreted protein,protein/peptide,A: degradative + exported,1,AD45,1,False
eggnog:4643R@72275,phosphoethanolamine transferase,sulfate ester,"B: degradative, export uncertain",7,AD45;ATCC27126;BGP6;BS11;EZ55;HOT1A3;MIT1002,8,False
eggnog:4653Z@72275,DUF3413 domain-containing protein,sulfate ester,"B: degradative, export uncertain",7,AD45;ATCC27126;BGP6;BS11;EZ55;HOT1A3;MIT1002,7,False
eggnog:46674@72275,SUMF1/EgtB/PvdO family nonheme iron enzyme,sulfate ester,"B: degradative, export uncertain",6,AD45;ATCC27126;BGP6;EZ55;HOT1A3;MIT1002,6,False
eggnog:1RASV@1224,SUMF1/EgtB/PvdO family nonheme iron enzyme,sulfate ester,"B: degradative, export uncertain",1,AD45,1,False
eggnog:46DHH@72275,sulfatase-like hydrolase/transferase,sulfate ester,"B: degradative, export uncertain",1,MIT1002,1,False
